subject,trial,rep,window_idx,label,label_name,window_size,step_size,theta_ratio,alpha_ratio,beta_ratio,gamma_ratio,faa_fp1_fp2,faa_f3_f4,faa_f7_f8,frontal_alpha,frontal_beta,frontal_gamma,temporal_alpha,temporal_beta,occipital_alpha,activity,entropy,beta_alpha_ratio,gamma_beta_ratio,frontal_occipital_alpha_ratio
15,1,1,10,2,positive,1000,500,0.19033520321229797,0.24773948206108967,0.38911974483861494,0.1728054957367653,-0.13691408154927576,0.45808075363114664,1.0607871774808522,0.031806417306279,0.04438213323233618,0.018611840046205842,0.042134694707556264,0.05215233405579056,0.026936343536470675,0.8340530395507812,10.157692909240723,1.5706807212697393,0.4440932774520901,1.1807989252596667
15,1,1,11,2,positive,1000,500,0.20646078155784878,0.20864505217623527,0.4188592629625289,0.16603483065560326,-0.10908839954126215,0.531915015952749,1.6203374305897587,0.03003336443529603,0.052426157982640866,0.01871233442685242,0.033293977631956295,0.05572770344940636,0.023368110308800292,0.9224653244018555,10.001401901245117,2.007520009469736,0.39639758873626824,1.2852280816093558
15,1,1,12,2,positive,1000,500,0.23040118668468912,0.1904978171830079,0.420999630930154,0.15810129494121947,0.23510805269885626,0.04961994650345414,1.9579582402354094,0.023496448083010397,0.05813032226402863,0.017190537806092455,0.024491742185546173,0.05138467668132307,0.03278347911537817,0.955086350440979,10.051518440246582,2.209996323733786,0.3755377842167646,0.7167159053850866
15,1,1,13,2,positive,1000,500,0.19344283787204977,0.2004703150884423,0.4135723016589549,0.1925144598269613,0.6005182435209369,0.5340410596999687,1.9997242065775231,0.020838239562031576,0.04657421338774061,0.019561843340633628,0.0231930423274207,0.048362183888457366,0.026007573446096655,0.8838192820549011,10.214641571044922,2.0630093037896504,0.4654915699872937,0.8012370547698494
15,1,1,14,2,positive,1000,500,0.22130652884181312,0.17742115319423987,0.4039434440885629,0.19732879592517286,0.497692796393963,0.8205821890800831,2.731697823200086,0.024815661800788168,0.049928721066358074,0.023060885144495714,0.021360413147704094,0.0500152832501044,0.02216590824567444,0.903923749923706,10.18343734741211,2.2767480615647635,0.4885059053038396,1.1195413393546558
15,1,1,15,2,positive,1000,500,0.24020301230752625,0.19532010144263676,0.3862087910757073,0.1782680204780511,0.38276412502485613,0.6409315565034728,2.388676167538146,0.028225098121745413,0.056686415013542456,0.022786193464540413,0.023478677874209097,0.04881365770359025,0.026688194699956595,0.9549302458763123,10.102723121643066,1.9773112983546772,0.46158448517696954,1.0575869916716922
15,1,1,16,2,positive,1000,500,0.2080054369604852,0.21104458829516393,0.39871237009847627,0.1822375309880491,0.12792813233119205,0.08570908454508075,1.9259327990238853,0.026739755818456473,0.054175204665247834,0.020906224453685025,0.024569544871724247,0.05379211390675209,0.03410179785297856,0.9419646263122559,10.131071090698242,1.8892321957296876,0.45706506993153934,0.7841154912882702
15,1,1,17,2,positive,1000,500,0.21648009501431661,0.19161032666229208,0.41878031794658455,0.17312918336680355,0.3814328111156975,0.4258353876498697,2.0600210991817987,0.02483088680780992,0.05406300052887945,0.019900943083979647,0.023759388632242917,0.04885388774596322,0.02594684003829393,1.006818175315857,10.116990089416504,2.1855823583713656,0.4134128183931598,0.9569904158371053
15,1,1,18,2,positive,1000,500,0.19440984338823913,0.2250385471665291,0.4031839927723234,0.1773675345268888,0.0934635969144848,0.15211887434770555,1.524899390945289,0.030042950866477503,0.049520711921537154,0.021227339242998123,0.03406561906558636,0.04707025451125446,0.01892341028108781,0.8485215306282043,10.022793769836426,1.7916212607763196,0.4399170144872688,1.5876068078719692
15,1,1,19,2,positive,1000,500,0.18758823983389086,0.25722876251424903,0.4085782292421924,0.1466046941653304,-0.07607078574500736,0.41031938568783577,1.205462796165489,0.02959648566604451,0.05447235207080507,0.018588884037007113,0.04786669083102879,0.053322484461091335,0.027218352739776467,0.816256046295166,9.973581314086914,1.5883842355732836,0.358816640321587,1.0873720050322018
15,1,1,20,2,positive,1000,500,0.20921949537590295,0.24036557496095595,0.42257305314466725,0.12784181174037296,-0.19534155850490276,0.5293886710032387,1.6189871847395407,0.033914356268797505,0.07346778670127871,0.017808885718947502,0.04007770111229547,0.06185552475017175,0.037305927853037685,0.8045228123664856,9.97191333770752,1.7580426786599637,0.3025318135919334,0.9090873523244232
15,1,1,21,2,positive,1000,500,0.18361807238423242,0.22586638190207284,0.4690877841781461,0.12142770118412566,-0.2039445168644125,0.5712492287344797,1.232913483495226,0.035831481209815205,0.08299132290315522,0.02049002591222799,0.04547688313209619,0.07063686930223412,0.03155431115457602,0.7889238595962524,10.0219144821167,2.0768369993258067,0.2588591936461304,1.1355491070236163
15,1,1,22,2,positive,1000,500,0.1658847496136841,0.22172465485591425,0.46720602321870297,0.14518450151870793,-0.08375189833215568,0.7255547149154529,1.0958589688980038,0.026137992387789744,0.06566172167074041,0.020566358481748325,0.04020420416395609,0.06002209360076449,0.02795476777936671,0.807134211063385,10.050761222839355,2.1071444416104974,0.3107504447813861,0.9350098431861645
15,1,1,23,2,positive,1000,500,0.24557670719015867,0.1939461125366041,0.401835550418622,0.15864154418089382,0.07148222257990877,0.3452953325301866,1.583423524721685,0.022157901604025344,0.0543197814294088,0.018239128787107838,0.02096944459651695,0.04008747236468935,0.02459064466242644,0.8483338952064514,10.022710800170898,2.071891865510301,0.39479212377380424,0.901070016565348
15,1,1,24,2,positive,1000,500,0.19868380777141192,0.19598114403322014,0.44623903738281,0.15909594903033444,0.10329978122082828,0.35027549112445744,0.8128114607435406,0.03174828150577014,0.08191302772615927,0.02268410171581081,0.02556791947426973,0.04694890077132641,0.037290707800737136,0.8667944073677063,9.981898307800293,2.276948116152705,0.35652624193626675,0.8513722282155308
15,1,1,25,2,positive,1000,500,0.14013669558018726,0.18748631564929094,0.4973582877992935,0.1750186343816186,0.100573993425634,0.3527665925321126,0.5521409763354486,0.0374048247203973,0.11011832806559596,0.02737901093809114,0.026794402474479284,0.059765004410792244,0.020984358925185184,0.8761259317398071,9.887518882751465,2.6527702004807194,0.3518964401365317,1.7825089166967745
15,1,1,26,2,positive,1000,500,0.13274027317075635,0.23536038278849672,0.48806878554917676,0.14383049765827205,-0.16134063521569697,0.0388111375121416,0.43474276438952275,0.03901710068930697,0.11461273702877861,0.0242393196757007,0.0372251817407232,0.06576826207776776,0.03972259898025396,0.8476109504699707,9.961346626281738,2.0737077906492387,0.2946930514502853,0.9822391250459481
15,1,1,27,2,positive,1000,500,0.24467683297847984,0.199138424868978,0.39110364174341117,0.165081028274207,-0.2507553309002999,0.5795185538656749,1.3332688917761772,0.02630829621978137,0.06513974653671539,0.022140219489870105,0.024775164101811242,0.04881759682518805,0.031360293732687644,0.9396655559539795,10.00936222076416,1.9639780736908332,0.42209015771596725,0.8389043819227924
15,1,1,28,2,positive,1000,500,0.22000370817570292,0.25698596246494426,0.41079902331338014,0.11221125426717378,-0.1568970221997441,0.16669692374355582,-0.3876818666474504,0.043971322495140894,0.08206941498228608,0.022154327226114368,0.039608510339803615,0.07205920259764298,0.0638889335530938,0.9632266759872437,10.040331840515137,1.5985267701134505,0.27315361954501655,0.6882461980076301
15,1,1,29,2,positive,1000,500,0.2004340454416279,0.20388350601091437,0.46539434350360614,0.13028804325774776,0.1257507775302278,0.48664951309630844,0.12258218569214208,0.028293129950296213,0.07562132131507042,0.020632585747924516,0.03021768966448235,0.06606510734570747,0.039803494395664434,0.9804865121841431,10.122387886047363,2.282647633314629,0.2799518897882817,0.7108200742590398
15,1,1,30,2,positive,1000,500,0.17528584725747673,0.18782306104829172,0.4503193813538128,0.18657163991721826,0.14086033507625295,0.3394940042288126,-0.6029087729049611,0.02627636945767394,0.05302671705065728,0.02150431096607011,0.02581900929897074,0.061533955550885366,0.027803228575240535,1.0046145915985107,10.116779327392578,2.397571469636379,0.41430952889328826,0.9450830480256962
15,1,1,31,2,positive,1000,500,0.21687892434596448,0.19546028647215938,0.4141445621099252,0.17351615891736832,-0.375569402698666,-0.22159604239824615,-0.7385384562535982,0.026581560513013403,0.06045398581516015,0.022111596195843825,0.029486585750646555,0.06339307825697915,0.02985149457419277,0.9496840834617615,10.019182205200195,2.1188161809119306,0.41897478860596643,0.890459656629626
15,1,1,32,2,positive,1000,500,0.19699741562368983,0.1919703863507548,0.4347540481583761,0.1762780720820924,0.06633314038538529,0.24801464513848615,0.7310213403671182,0.02366177363758109,0.05770670006759406,0.02062965817386895,0.024848179672289916,0.05495097033275442,0.025451607397543066,0.9187226891517639,10.028898239135742,2.264692384401052,0.4054661280086764,0.9296766200746536
15,1,1,33,2,positive,1000,500,0.24028741762384584,0.20779812047880314,0.38984032120084366,0.16207406362997295,-0.12265593652047002,0.14390332515692617,1.298960651622512,0.026669068978100764,0.05807235733530337,0.020829280090655315,0.026211884755866777,0.043217817304253,0.027914367326177903,0.95338374376297,10.150629043579102,1.8760524672779622,0.41574465948193495,0.9553882813316671
15,1,1,34,2,positive,1000,500,0.3215218047002954,0.1936554721536356,0.3613120916909753,0.12351056759290623,-0.14673642073295712,0.5945985826613827,1.752270380633624,0.03143661162211345,0.05719229237306463,0.020703666992410698,0.025382733641663435,0.051008381979045225,0.03380449588120797,0.9519752264022827,10.143935203552246,1.8657462581470092,0.34183894921501784,0.929953294764446
15,1,1,35,2,positive,1000,500,0.28405309230322845,0.21988451356419247,0.3579545125752674,0.13810783306442728,-0.3198196791726762,-0.28759659169528096,1.234460512586086,0.027281499194822444,0.06088213786063623,0.021086586447262416,0.025576447449111583,0.04992250205077653,0.0797340148045167,1.1128779649734497,9.82734203338623,1.6279201651380621,0.38582504062054,0.34215630355683524
15,1,1,36,2,positive,1000,500,0.2783002399729897,0.21227734666792028,0.36172419715753046,0.14769816727319166,-0.2612393142936762,-0.11319571155440222,1.113233627077038,0.025783515732640195,0.05486148240845532,0.021127574081146305,0.024028544091834192,0.046337888649077286,0.07698406165615214,1.1378040313720703,9.82589340209961,1.7040165588118568,0.40831702290179867,0.3349201357886313
15,1,1,37,2,positive,1000,500,0.17893164709207982,0.17069338935718248,0.4720775037463531,0.1782973739990554,0.016969930307713987,0.8962143668244256,2.324364003883285,0.01799695532914199,0.051214890243604635,0.021910004602196952,0.02135088530849316,0.05330705757472742,0.02029160518412815,0.9218363761901855,10.160243034362793,2.7656446931958203,0.37768658785175324,0.8869158598680199
15,1,1,38,2,positive,1000,500,0.18511004473277398,0.1781421428568301,0.45273172694842645,0.1840160077937641,0.2512575790582776,0.5985870688329138,2.1385392804114653,0.02171909778912095,0.05375889159602282,0.022387448870765797,0.024654714720782067,0.0552391985434042,0.022480658387592715,0.9098931550979614,10.07771110534668,2.541406105829926,0.4064569926771254,0.966123311578579
15,1,1,39,2,positive,1000,500,0.2073728638505319,0.1855100810901808,0.39120665312445996,0.2159103183597942,0.2102176554510029,-0.07277251447277155,0.9654402797300681,0.020125987144619155,0.04631438250674366,0.024576290993833037,0.024582112242228504,0.0442136896589318,0.021910976269274497,0.8676985502243042,10.048545837402344,2.1088151898870975,0.5519084875208744,0.918534058544027
15,1,1,40,2,positive,1000,500,0.18502078636717859,0.20465567112110217,0.4410833833356457,0.16924008027981965,0.0927861045619025,-0.01438455138190431,0.46410905111732426,0.023052223297016696,0.05763590181672242,0.02334562073246175,0.028150849587120774,0.05423797062860558,0.026554955401955502,0.8049578666687012,10.228907585144043,2.1552454954148064,0.3836917381201693,0.8680946462584784
15,1,1,41,2,positive,1000,500,0.18392856229708685,0.19400781518886479,0.44412989460025104,0.1779336485798493,-0.17378603985545205,0.0231284540766703,0.866942799424407,0.02079269609116233,0.059294683147747974,0.02283447871673403,0.026444866211647877,0.054859653620269455,0.02597420631911187,0.919562041759491,9.765802383422852,2.2892361967673813,0.40063418148447566,0.8005129331221836
15,1,1,42,2,positive,1000,500,0.26472146021426823,0.2220666916884398,0.3639057089947661,0.1493060898046901,-0.017556128356719825,0.14732947475826652,0.96773572682558,0.0350157533557649,0.06627530569460305,0.02522976789501641,0.033949679688021206,0.05408098381309401,0.06425177614910095,1.2091423273086548,8.712747573852539,1.6387222479986625,0.4102877912820471,0.5449771197723328
15,1,1,43,2,positive,1000,500,0.24801910800211513,0.20315618882361514,0.3865287252993252,0.16229592431789203,0.15779103386415017,0.23959911731804207,1.3004951933254487,0.03209710635474039,0.06955609333544999,0.023511189257163778,0.028888652561818162,0.05722290089721582,0.051459556075894336,1.2173136472702026,8.910209655761719,1.9026180085328614,0.419880570854457,0.6237344929687606
15,1,1,44,2,positive,1000,500,0.20175847006619652,0.24202982761266337,0.40900487947474967,0.14720676441921635,0.09014979251700339,0.35187807954465233,-0.3103649454404902,0.033739194193504546,0.06279254102462155,0.0216828728307469,0.043572355045284894,0.06311266118018466,0.046457668545027045,0.8848966956138611,10.087681770324707,1.6898941125288496,0.3599143941252745,0.7262350433804894
15,1,1,45,2,positive,1000,500,0.18465246172682825,0.2206972478343252,0.42633597742189827,0.1683142446723432,0.10191518941532429,0.20878858003503664,0.6700803819963288,0.03396106113996211,0.07017780032072096,0.027682818815151222,0.03649380411729908,0.05445759345491297,0.026954375170610227,1.0255838632583618,9.9918851852417,1.9317678384282952,0.39479243273867093,1.2599456795249637
15,1,1,46,2,positive,1000,500,0.15925515297731446,0.20534086728406153,0.47664952137486594,0.15875440005648528,0.4695554947373175,0.36102966254085533,0.6530134984643658,0.03796522872562491,0.12122785278961601,0.03027644992016576,0.03588737376389872,0.057506956130168874,0.03210924949942376,1.0082077980041504,9.996005058288574,2.3212592424146608,0.3330631281839232,1.1823763399559633
15,1,1,47,2,positive,1000,500,0.19649932962155062,0.21117420623478034,0.4406204197375334,0.15170598055205547,0.3043054996346335,0.48035384790649704,0.8506908904531998,0.03428319912927691,0.0930595808392809,0.024800695853457455,0.03368069220528014,0.05567050590968847,0.03141578446017476,0.8139622211456299,10.215215682983398,2.086525122365161,0.34430078991212587,1.0912727091061505
15,1,1,48,2,positive,1000,500,0.22198770963745412,0.2240174228146383,0.39785009727712545,0.15614469701969114,0.1125283116636373,0.4814768846139663,0.45992744103529537,0.030167937530549693,0.052892235347492544,0.021265385405246917,0.036460276284060456,0.0536837439011606,0.025614893018659782,0.8266043663024902,10.096758842468262,1.7759777886294714,0.39247110743318625,1.177749433935906
15,1,1,49,2,positive,1000,500,0.280816352053059,0.19608932205140764,0.37171541395299484,0.15137883329633534,-0.25983583843131886,0.2592095809599195,0.7457866835910121,0.026966988809162686,0.044966449715805636,0.020279414465643783,0.02774017427441322,0.045986133717690336,0.020532209206701017,0.886609673500061,10.050298690795898,1.895642562171001,0.40724380960779455,1.3133986413101209
15,1,1,50,2,positive,1000,500,0.25114711452612315,0.20249915185243056,0.3851200959385139,0.16123357109967013,-0.24713234333980028,-0.1226649823745527,1.3901988240633942,0.023968424644413306,0.04869057800452646,0.023541066768931314,0.02188784782561015,0.043409465709771666,0.0440216216430594,0.8585619330406189,9.954497337341309,1.9018349745424603,0.4186578288810142,0.5444692472727155
15,1,1,51,2,positive,1000,500,0.21175299511590662,0.15528651399296076,0.4554374191582646,0.17752299251086162,-0.15133950734362234,0.22867231498130902,0.9525303330961021,0.020433071933365566,0.05302263806555631,0.023120405497003626,0.021476793029933106,0.05274748489910053,0.017140535032405587,0.8094719648361206,9.995071411132812,2.932883063045826,0.3897856306127815,1.1920899769951998
15,1,1,52,2,positive,1000,500,0.2375940372586933,0.21566399883902268,0.40753264700735325,0.13920925077344712,-0.08139544215197336,0.3075583651778304,-0.11062847950902466,0.03237101723465478,0.06039300036349121,0.022236074951818945,0.04044447071692048,0.05845710435551155,0.02572284402569144,0.8102964758872986,10.07564640045166,1.8896641268538783,0.3415903712481547,1.258453560492288
15,1,1,53,2,positive,1000,500,0.23283472415019893,0.23279979913552334,0.3756968069701744,0.1586685920309798,0.055534539294257,0.5615883613810073,0.4485094080058225,0.034061769317568755,0.05092709451838593,0.019909584681960437,0.03185794041769441,0.0467851787766449,0.02449530373931319,0.8103857636451721,10.030877113342285,1.6138187530676005,0.4223314019884222,1.3905422759661208
15,1,1,54,2,positive,1000,500,0.20445721458550825,0.21322768706604442,0.40750822815529875,0.17480678676367092,0.2521026771926316,0.5960002123860457,0.10031495238214205,0.025624980521214258,0.04643823188760564,0.020384419226290734,0.028531450741979825,0.05056079524138113,0.022793508065984416,0.7562756538391113,10.106804847717285,1.9111405011096172,0.428964960454076,1.1242222656034537
15,1,1,55,2,positive,1000,500,0.25852445338346075,0.20609669782045148,0.4054282861564608,0.12995049937831496,-0.18462183254368458,-0.04160863768668355,-0.2015954256655279,0.026979664027193196,0.0571114788251329,0.020539608427284417,0.028210758908926437,0.060859986477908024,0.0416393954206393,0.8307485580444336,9.966767311096191,1.9671744671213813,0.32052642486627825,0.647935861587021
15,1,1,56,2,positive,1000,500,0.2458625511741064,0.2110221851061835,0.37932154717423794,0.16379363765494862,0.180177183815732,0.3158288612545812,0.2635133774718801,0.026367865793717506,0.04914256548477765,0.020933922130161858,0.02279139132610908,0.044777607261607955,0.030692570030975294,0.9145488142967224,9.83787727355957,1.7975427805103883,0.43180674762525717,0.859095773868041
15,1,1,57,2,positive,1000,500,0.2344158254904142,0.21840981816063695,0.35963822267162454,0.1875360474654599,0.1408638064742691,0.5438507516462763,0.29977770714374774,0.021802685082292047,0.042178797592640885,0.023416432928472793,0.019957875047111884,0.041006081276862005,0.033431895148213056,0.9166950583457947,9.88205623626709,1.6466204850227673,0.5214573721238785,0.6521520381693654
15,1,1,58,2,positive,1000,500,0.2437924254820661,0.19850755801179196,0.4189769171033619,0.1387230380022644,-0.264951143580495,0.17189878936702918,0.4071356754336293,0.03349214558056701,0.09106123265269161,0.021508144015740527,0.02056714569334872,0.04835186287579063,0.04196686625680906,0.8681148886680603,10.094829559326172,2.1106339310489224,0.3310994281777241,0.7980614372062768
15,1,1,59,2,positive,1000,500,0.17822805387927115,0.1693013853255978,0.5089295304779081,0.1435409660455487,-0.050978089076833655,0.21292045883864086,0.5430034557563754,0.030958004799686023,0.1351170480586461,0.024843598020538593,0.022437116315359162,0.05487083422622163,0.025694184807856867,0.8146783709526062,10.251574516296387,3.0060553627185724,0.28204483984897294,1.204863784648335
15,1,1,60,2,positive,1000,500,0.1829464860666791,0.16254083429150507,0.4898192364184537,0.16469337045663196,0.05568216506399004,0.37160417850375094,0.5916994073500454,0.027927290475417976,0.10841904499272914,0.028628670308989967,0.022171206027792323,0.04993228932960392,0.017406332358632523,0.9155236482620239,10.233283042907715,3.0135136150246824,0.33623290745846657,1.6044318731653395
15,1,1,61,2,positive,1000,500,0.22152898990487851,0.14190851875323504,0.4986466906609726,0.13791573306708274,-0.033134356499582296,0.6119696555498857,1.8467944681894872,0.024442032035949524,0.1254535975226645,0.02359449732267649,0.018801695730417123,0.05080884703943411,0.01983577449959513,0.9088701605796814,10.182230949401855,3.513858487541791,0.27658002539560783,1.2322190754012483
15,1,1,62,2,positive,1000,500,0.22113457725414445,0.1411201121354153,0.49627624868030545,0.14146899078175312,0.09594826853851846,0.7112573775589213,1.6153315526661216,0.024810145100673253,0.12510864637249597,0.022863677118323267,0.017219515470969782,0.04623141936463071,0.017688783491343063,0.8637832403182983,10.153884887695312,3.516692206119653,0.2850609330515463,1.4025911440944456
15,1,1,63,2,positive,1000,500,0.22211145554648382,0.1735679070570256,0.49125938810039654,0.11306119091236586,0.016283295890205274,0.7203799111752844,1.0911922107181495,0.027805791501123167,0.14091978897681656,0.023262478554215704,0.02715178276048391,0.05719058946311861,0.033819775677726774,0.9116148352622986,10.134988784790039,2.8303574732405603,0.2301455813654659,0.8221752723712753
15,1,1,64,2,positive,1000,500,0.15500743725691343,0.17245809423912473,0.5486655272866627,0.12386887917356577,-0.15359900674060611,0.5040020607755857,0.39063305553563277,0.02858579485291557,0.1420200705467778,0.021610359272301594,0.030574232140452295,0.062413682567523665,0.024552944501029315,0.831699788570404,10.155723571777344,3.1814414528864963,0.2257638925829815,1.1642507158035578
15,1,1,65,2,positive,1000,500,0.16197148568722075,0.14297945077601967,0.5374697977717665,0.15757919350956326,-0.14490826955306968,0.9298904309730416,1.9466545194822835,0.021598477662791993,0.12628612148319007,0.023915832977081664,0.020822898535470813,0.05222136366967334,0.017201452848054216,0.8141103982925415,10.101275444030762,3.7590683363347477,0.2931870273985585,1.2556186560165232
15,1,1,66,2,positive,1000,500,0.2013864602992866,0.13507186180600136,0.5219977453796577,0.1415438714972378,0.4757516090743046,0.7807052779654979,1.747599890457209,0.01944823530038775,0.132175875885423,0.02373890097203457,0.019706379420085796,0.054030589612921176,0.026789472385954385,0.9081921577453613,10.132458686828613,3.86459105983506,0.2711579814369172,0.7259653255034288
15,1,1,67,2,positive,1000,500,0.20826572589089706,0.1795597095809052,0.49460274723402464,0.11757176558212656,-0.11194891066617974,0.20444072458526463,0.004183229193367666,0.023059043676312285,0.13297137189283603,0.023747801621993858,0.024065132545274537,0.050429506042632966,0.055015550912494084,0.9017660617828369,10.04085636138916,2.754529988637489,0.23770946268936494,0.41913675501717107
15,1,1,68,2,positive,1000,500,0.1975899719770837,0.1674753903216092,0.5048624650933534,0.13007211493240567,-0.313526520107442,0.2533531856230571,1.8650361528890254,0.02422106515041378,0.1316620824701431,0.026749488302471036,0.02113861848556553,0.04663223684417517,0.040596886963648805,0.8610749244689941,9.971381187438965,3.014546138738632,0.25763868195054274,0.5966235589902784
15,1,1,69,2,positive,1000,500,0.21633880836772795,0.1714822510396074,0.47402225570008855,0.13815662977081283,0.44983720851144327,1.001397721158492,2.0684677791713857,0.025007518539723605,0.13455147608084417,0.027177158247013722,0.0197335956841016,0.046576302309517814,0.04699910136645775,0.9455131888389587,10.073152542114258,2.7642633593580053,0.29145596444876026,0.5320849227283674
15,1,1,70,2,positive,1000,500,0.23349791467015793,0.17052005340316512,0.47176757486168863,0.12421440789489224,-0.17230530345427075,0.26786331685799736,1.2302280993736727,0.03353530710683117,0.14774439995221655,0.02715768304028643,0.023800844692232204,0.06041883413558935,0.04560971669747005,0.9723026156425476,10.080434799194336,2.766639051598045,0.263295744700199,0.7352665656006081
15,1,1,71,2,positive,1000,500,0.2297819991206243,0.16652955160687574,0.4777716027748078,0.12591679179655055,0.10937587742466404,0.38909568779792636,1.1288009561427783,0.03257386681980279,0.14036315137673228,0.024449867619864563,0.029642412941939256,0.06600252123234895,0.029235131242958855,0.9938088059425354,10.168866157531738,2.868988964587529,0.26355014958770145,1.1142024780758686
15,1,1,72,2,positive,1000,500,0.218186273278024,0.18130618839060267,0.48126400380211415,0.11924347634853187,0.6770052494968626,-0.060188590400855446,0.12528686120085641,0.029905232747751143,0.13432507199354404,0.022633002491829757,0.03330976953179743,0.060518022416999884,0.030353647913742177,0.9975060820579529,10.214427947998047,2.654425939002462,0.24777141234531513,0.9852266515203751
15,1,1,73,2,positive,1000,500,0.22405054758272305,0.18493790171880403,0.4741574827752998,0.11685400555400237,0.10266410171730911,0.3525532979726145,1.476409643924009,0.029911239826105884,0.12284544138651654,0.02275665128536275,0.02448942440707924,0.05055461914139414,0.03410995615433125,0.9241983890533447,10.20388412475586,2.563873162082307,0.2464455258608155,0.8769061713744263
15,1,1,74,2,positive,1000,500,0.23073418825681827,0.16270127374044072,0.47852184825839184,0.128042623922614,-0.18568117601657175,0.2771702629179318,0.6578787408739353,0.028863073061984323,0.12149965993785372,0.02392344458030493,0.019730082905198287,0.04746682083009546,0.02548555275059766,0.9562231302261353,10.078453063964844,2.9411057680660684,0.2675794360823643,1.1325264167967983
15,1,1,75,2,positive,1000,500,0.24400021652255838,0.20329832410567908,0.41960576595165955,0.13309563083055984,-0.15212404102317123,0.7159702892882835,0.44793099382798385,0.04237932263777111,0.10450131322158995,0.026524002402652513,0.02306347369199102,0.04815270969231733,0.032044465693566296,0.9391230344772339,10.116695404052734,2.0639896497590877,0.31719204495628367,1.3225157135674335
