subject,trial,rep,window_idx,label,label_name,frontal_engagement_z,posterior_alpha_inhibition_z,frontal_over_occipital_alpha_z,faa_power_left_minus_right_z,faa_activation_left_minus_right_z,prompt_positive_evidence_z,prompt_negative_evidence_z
15,1,1,41,2,positive,-0.1735777124411546,-0.46583739611021213,-0.1439629356988907,-0.12639746513139974,0.12639746513139974,0.40212300177399696,-0.30706707204018946
15,1,1,42,2,positive,0.7648288918489569,1.1047567860878127,-0.713898034797913,0.2401880247027494,-0.2401880247027494,-1.1678425086383812,1.0792913575622909
15,1,1,43,2,positive,0.7105572987585244,0.5284732534335104,-0.5382412816052358,0.7322264110008119,-0.7322264110008119,-0.7151100513826848,0.4423152448568661
15,1,1,44,2,positive,-0.16467413697903333,0.5525833990200602,-0.3096288589831561,-0.07671535805237976,0.07671535805237976,-0.6851126116566634,0.7897348970011548
15,1,1,45,2,positive,0.3860168880887647,-0.28560283482412285,0.8807343246100315,0.33273566217004436,-0.33273566217004436,0.5969413516670401,-0.918978441173521
15,1,1,46,2,positive,0.33807807213584995,-0.17725216317455303,0.7077273059273814,1.0162174051191908,-1.0162174051191908,0.18711482082256659,-0.7001548522061688
15,1,1,47,2,positive,-0.25921661075178787,-0.17151648047929136,0.5045340384319112,0.8795692197045092,-0.8795692197045092,-0.03990078352883722,-0.294175194319353
15,1,1,48,2,positive,-0.2811957536887821,-0.3173704444506995,0.6974076716401403,0.3740713799595204,-0.3740713799595204,0.3314172904479788,-0.5254764034263786
15,1,1,49,2,positive,-0.19713581511103934,-0.6564030497416496,0.999953304810083,-0.2242449901406494,0.2242449901406494,0.998757209688214,-1.0578117945911716
15,1,1,50,2,positive,-0.18968638331425502,0.2491345807113927,-0.7150307698130349,-0.07370185975051902,0.07370185975051902,-0.5261396785036496,0.7014931572750377
15,1,1,51,2,positive,-0.4323824850183996,-1.002144664656574,0.7293921466242498,0.04192668088531922,-0.04192668088531922,1.0871723248967509,-1.150649495459499
15,1,1,52,2,positive,-0.374720964391384,-0.35840329652706976,0.8774063722670417,-0.29531452757311866,0.29531452757311866,0.6244032750099953,-0.6097460004648986
15,1,1,53,2,positive,-0.21814747848292276,-0.3115362374887625,1.1720108512109533,0.3073883189654898,-0.3073883189654898,0.5270279220762761,-0.7884679238527779
15,1,1,54,2,positive,-0.4425351544475227,-0.4801570428158974,0.5780231846356528,0.4955640630990425,-0.4955640630990425,0.3601316985122599,-0.5479010579099625
15,1,1,55,2,positive,-0.51555841162583,0.18019771473541643,-0.4842636835497488,-0.6666485975637448,0.6666485975637448,-0.2912555472726944,0.6801087623232058
15,1,1,56,2,positive,-0.07092680327293843,-0.19915264541121336,-0.013302513943131505,0.3251537934694453,-0.3251537934694453,0.06269160851604161,-0.15703798680317838
15,1,1,57,2,positive,0.14044948085622488,-0.057750487903940835,-0.474860120946226,0.3757714171651694,-0.3757714171651694,-0.17897686451444933,0.10945483214105972
15,1,1,58,2,positive,-0.27791496767488827,0.15142506237499392,-0.14943063726861297,-0.4277956080909589,0.4277956080909589,-0.15127506132584137,0.36509786484674456
15,1,1,59,2,positive,-0.45906581522801393,-0.60941977943508,0.7578822484038159,0.016312499979276713,-0.016312499979276713,0.7035877571672551,-0.7588279960229809
15,1,1,60,2,positive,-0.060949475033227604,-0.9531789103500945,1.649060182097073,0.28990502642807453,-0.28990502642807453,1.3859141372286847,-1.7472342638820173
15,1,1,61,2,positive,-0.41154947770307676,-0.9743304960194592,0.8188942065390113,0.8245919899731255,-0.8245919899731255,0.8352480756403955,-1.1780028604374264
15,1,1,62,2,positive,-0.5014983665793886,-1.0581908062678793,1.198884081858065,0.9807083524740935,-0.9807083524740935,0.9637499272027403,-1.4068836639072175
15,1,1,63,2,positive,-0.4704547385347453,-0.2851232687993741,-0.09564826972389186,0.6075119832521183,-0.6075119832521183,-0.1060817283708777,-0.0020717646700555425
15,1,1,64,2,positive,-0.6837841184204454,-0.6347179314946815,0.6673007635100585,-0.09980854370158859,0.09980854370158859,0.662492994425082,-0.626476254039488
15,1,1,65,2,positive,-0.6118235498084739,-1.066236667695863,0.8710835342188219,0.8212159622298408,-0.8212159622298408,0.8789180084226987,-1.195866659901037
15,1,1,66,2,positive,-0.5034700566860053,-0.7533477691929891,-0.31023042509232934,1.717245178240835,-1.717245178240835,-0.09030078414673415,-0.34649752830382174
15,1,1,67,2,positive,-0.5376741534838247,0.5331132725947507,-0.9945664852088075,-0.33968995820936043,0.33968995820936043,-0.9306301660891747,1.299233591941067
15,1,1,68,2,positive,-0.47611497116157403,-0.06667645287770207,-0.598708237845686,0.19871207133379207,-0.19871207133379207,-0.35783530723598195,0.47073515162592794
15,1,1,69,2,positive,-0.19088959982048934,0.19231786439367143,-0.7426521867249342,1.9187633561997621,-1.9187633561997621,-1.1430862453087334,0.6590887576663832
15,1,1,70,2,positive,-0.06215114260427895,0.13561241655335482,-0.2894853752027,0.15182350691356641,-0.15182350691356641,-0.3034324247935366,0.31143067545684433
15,1,1,71,2,positive,-0.10527642470654208,-0.49306626611561294,0.5556755202412812,0.6367357575582605,-0.6367357575582605,0.4309540454411058,-0.7182658138829825
15,1,1,72,2,positive,-0.2281264372852118,-0.37192702079072354,0.26801388281496585,0.938925113082265,-0.938925113082265,0.07224779827321992,-0.3918707435556006
15,1,1,73,2,positive,-0.3842297170147469,-0.21306464370238148,0.02642096174008853,0.769687181468087,-0.769687181468087,-0.16276733521186693,-0.03416026606505229
15,1,1,74,2,positive,-0.2508126311108613,-0.652738840500221,0.5965443741756591,-0.13100195376419452,0.13100195376419452,0.8116500727765518,-0.82560471203262
15,1,1,75,2,positive,0.1224607665971747,-0.19066624863876178,1.020287595383086,0.022685304763546205,-0.022685304763546205,0.5640206010443333,-0.7620404296288922
15,1,1,76,2,positive,0.1858469805279141,-0.2205397953875997,2.28987745062634,0.9745056246237015,-0.9745056246237015,0.7209460642311173,-1.4584020109647269
15,1,1,77,2,positive,0.8232057017905384,-0.10461542184985195,2.9350806668452676,0.33460982899694464,-0.33460982899694464,1.2458409350628057,-1.983758606167755
15,1,1,78,2,positive,0.508169597421684,0.09463548857065177,0.9455836348159352,0.9319040276846763,-0.9319040276846763,0.07931424628032921,-0.6322411275481579
15,1,1,79,2,positive,0.3409824571215725,0.5197093266599638,0.8243521352781497,0.7243290552435573,-0.7243290552435573,-0.3727074809412422,-0.0629579695398973
15,1,1,80,2,positive,0.6855759685203597,-0.034517227922606086,3.288673469558133,0.8179902982367281,-0.8179902982367281,1.0866036078698609,-2.0216419469618527
15,1,1,81,2,positive,0.8133720101651853,-0.586077406500466,3.6429022638541007,0.7662552013115912,-0.7662552013115912,1.8160837640696976,-2.814214543510109
15,1,1,82,2,positive,0.673850475885174,-0.6223372182451057,4.295722961804931,0.2357255701656181,-0.2357255701656181,2.2002865074199347,-3.107123937090158
15,1,1,83,2,positive,0.603990881420845,0.6085889639369171,0.8326181447318709,-0.3998125883167755,0.3998125883167755,0.003551574219580078,-0.10971554913944082
15,1,1,84,2,positive,1.1444763218491254,0.4142041444777783,1.1786952152641956,1.5336958657009268,-1.5336958657009268,-0.15104558734031348,-0.7473816240788823
15,1,1,85,2,positive,1.4107128947889662,0.8312400426798423,0.971535342025522,1.2510412867902756,-1.2510412867902756,-0.4541710593384381,-0.3598840757274018
15,1,1,86,2,positive,1.8784141411851867,2.547057253024004,-0.5809156889873547,0.9385781316954742,-0.9385781316954742,-2.427417146189885,1.898308026925088
15,1,1,87,2,positive,1.3325295040754501,8.37708904382209,-1.512927967011353,0.49967283447824773,-0.49967283447824773,-8.603779476293473,8.467288275290041
15,1,1,88,2,positive,0.5807768915064295,4.0930069549654755,-1.3875533468224852,0.9711899660238895,-0.9711899660238895,-4.685662428745458,4.496395182623504
15,1,1,89,2,positive,0.8624446676078515,0.09305734818617972,-0.1772648811356839,0.16062848456306877,-0.16062848456306877,0.08179308578351988,-0.24953254504990408
15,1,1,90,2,positive,0.9333811550905616,-0.9175396549152969,1.2139812269513264,0.8857031343463099,-0.8857031343463099,1.3380927374804896,-1.9912208459362408
15,1,1,91,2,positive,0.34974768791797023,-1.2215914080834782,1.841466835395522,0.6602561433919474,-0.6602561433919474,1.7319108680573265,-2.3171986697402245
15,1,1,92,2,positive,0.07407896048461764,-0.8382205523815698,0.9377600328033411,-0.6504763162395734,0.6504763162395734,1.3923256555574137,-1.3441400490255493
15,2,1,0,1,neutral,0.0605994428349903,-0.07030960102980038,-0.4461839478649568,0.7820762831375392,-0.7820762831375392,-0.3189106616927015,0.12248265148518286
15,2,1,1,1,neutral,-0.2067169079973008,-0.4770741136936407,-0.040363830574762394,0.587641436956074,-0.587641436956074,0.19883338851759502,-0.3535337444076091
15,2,1,2,1,neutral,-0.45616147511312066,0.38972205191363024,-0.9310331097512299,0.45236684522809023,-0.45236684522809023,-1.002909195277777,1.0833193443458056
15,2,1,3,1,neutral,-0.30239156420911184,0.01104590856099652,-0.5367684808058732,0.4533390107262411,-0.4533390107262411,-0.44187892714140525,0.43062593106848907
15,2,1,4,1,neutral,-0.3167919106204802,0.4692816463454239,-0.5303457391976605,0.20082061405041463,-0.20082061405041463,-0.8186010676349424,0.8928504712544942
15,2,1,5,1,neutral,-0.14143470056851287,0.7758568379306376,-0.6996303906259648,0.4957132760846637,-0.4957132760846637,-1.2214496270236848,1.1963893835278765
15,2,1,6,1,neutral,-0.2612480992757073,0.992668840270745,-0.7448579173189442,0.5876356811467786,-0.5876356811467786,-1.5239160728512218,1.4957218485680708
15,2,1,7,1,neutral,-0.5675772383121428,0.7368241384398129,-0.6461126827106183,1.5224555460761877,-1.5224555460761877,-1.6488726274727958,1.3436690989511935
15,2,1,8,1,neutral,-0.5534670286314999,0.32285511335554307,-0.6925689254304158,1.1914983950642577,-1.1914983950642577,-1.1353665630642675,0.9458730903865009
15,2,1,9,1,neutral,-0.5896034473858474,1.8795264200442907,-1.3688632195362553,0.6232153835377661,-0.6232153835377661,-2.7400871035309136,2.858759753505342
15,2,1,10,1,neutral,-0.4288652486171421,2.887758301832216,-1.3640398300263266,0.7385738681827171,-0.7385738681827171,-3.7315846174409444,3.7842108411539503
15,2,1,11,1,neutral,-0.052661597088374895,2.5100529096625612,-1.1946159289417981,1.4373229929881741,-1.4373229929881741,-3.4049197493353436,3.1336916726776476
15,2,1,12,1,neutral,0.08855407348542538,1.5520621629875766,-0.8200368964725443,0.9755332163334756,-0.9755332163334756,-2.1210675094277747,1.9178035744811361
15,2,1,13,1,neutral,-0.08391313692971014,2.5271121350219925,-1.2314916865985897,0.5369271948538165,-0.5369271948538165,-3.1445561411493648,3.1848145467861424
15,2,1,14,1,neutral,-0.041561540172276534,2.62241062563802,-1.2736357283153152,-0.894686954283833,0.894686954283833,-2.762580730372606,3.280009259881816
15,2,1,15,1,neutral,0.03373072303354718,1.4086666661678797,-1.0053300642622474,-0.19896890952668903,0.19896890952668903,-1.6662101434018834,1.8944663367822299
15,2,1,16,1,neutral,0.21732281447808735,1.9080099603922707,-0.8632181366966285,-0.6680301561510961,0.6680301561510961,-1.9006316824147524,2.2309576215015414
15,2,1,17,1,neutral,0.16042866094104322,2.7826930780741863,-0.9104042292503893,-0.008294445485900396,0.008294445485900396,-3.029920119015335,3.1576808622288595
15,2,1,18,1,neutral,0.11265824056035856,6.783514905399425,-1.1864244244223094,-0.5865926934979978,0.5865926934979978,-6.945906068854076,7.3203979973304
15,2,1,19,1,neutral,0.25982917001442773,5.449740866146559,-0.9422745982705835,-0.3519813109227978,0.3519813109227978,-5.559895571924345,5.790963580274637
15,2,1,20,1,neutral,0.6271474170946929,4.4582934791627125,-0.7121460822961215,-0.6714261914355553,0.6714261914355553,-4.26281763708467,4.500792811763427
15,2,1,21,1,neutral,0.805952548175441,5.730633684727863,-0.8612506556682902,-1.0310405079480975,1.0310405079480975,-5.405386217909447,5.758282738474287
15,2,1,22,1,neutral,0.17530586034732015,3.628750568232769,-0.9464847201720882,-0.7826514219774019,0.7826514219774019,-3.6249263808485575,4.014339998145153
15,2,1,23,1,neutral,0.1506015352592161,0.4168065794621191,0.2667642878246744,-0.2827198595429065,0.2827198595429065,-0.18344468525318677,0.20812366792017384
15,2,1,24,1,neutral,0.03346711585079903,0.17634711697752287,1.3678394579499242,0.16696142658562627,-0.16696142658562627,0.23510126542750948,-0.5243061699228388
15,2,1,25,1,neutral,0.10423771425231598,0.36170697615731856,1.3586943119338581,0.28465204857169935,-0.28465204857169935,0.031053016380839626,-0.36975903693576845
15,2,1,26,1,neutral,0.10838387795808954,0.5022574012616638,1.000528820655874,0.4762814426683848,-0.4762814426683848,-0.29138031594647096,-0.05219894804531788
15,2,1,27,1,neutral,0.40789851566900304,0.3543785024412947,0.9675799448968345,0.4808108406840041,-0.4808108406840041,-0.05615596248068355,-0.3333607278416241
15,2,1,28,1,neutral,1.1196607326841743,3.389621650103157,0.02728409252775394,-0.11119093616339819,0.11119093616339819,-2.970243062978048,2.816149237497193
15,2,1,29,1,neutral,0.9933149450701728,2.9527417450923563,0.4008160556068967,-0.4219346197847051,0.4219346197847051,-2.3473865382717647,2.2556762447538214
15,2,1,30,1,neutral,0.10841241980110049,0.19268147099146454,1.6737482296845618,0.3629931333659542,-0.3629931333659542,0.2803743677151048,-0.6983988537513666
15,2,1,31,1,neutral,-0.25385123491359907,0.8572032035728278,0.17849282413709652,-0.5309245552652283,0.5309245552652283,-0.7053478220765859,0.8948824089610791
15,2,1,32,1,neutral,0.07455542432025854,1.3149859066018963,0.35834395082749604,-1.2717257044296713,1.2717257044296713,-0.7467775467427543,1.098536219028019
15,2,1,33,1,neutral,-0.09781088939827848,0.5171271235626365,0.3205554418877381,-0.8196075926508675,0.8196075926508675,-0.1696764085158608,0.4057548473179067
15,2,1,34,1,neutral,0.04280797967618094,0.8854641028502297,0.7159917611052209,0.5911326454645659,-0.5911326454645659,-0.829575071077951,0.5060642324595288
15,2,1,35,1,neutral,0.21413670207487157,1.4897113669437185,0.2545745469816677,0.2556454459122676,-0.2556454459122676,-1.4186894325622947,1.255355742415449
15,2,1,36,1,neutral,-0.2291735683193868,0.7615494345830168,-0.04371936509158335,-0.17570069577900363,0.17570069577900363,-0.7939468471270057,0.8979959012885019
15,2,1,37,1,neutral,-0.30001705305281595,1.2781990309061901,-0.1312691223654378,0.17442450551754393,-0.17442450551754393,-1.4801025912181227,1.493842118615317
15,2,1,38,1,neutral,-0.15059930762417495,0.6945055454252698,0.11942097608247346,0.3705696225108935,-0.3705696225108935,-0.8284215301094681,0.7100947111961206
15,2,1,39,1,neutral,0.1409872597854604,2.8140054890589905,-0.7464184361764016,0.045629317087364805,-0.045629317087364805,-3.031025653551759,3.116721077254461
15,2,1,40,1,neutral,0.4983450336479296,4.823086826484047,-0.854663427280649,-0.22213806534432035,0.22213806534432035,-4.86781360258018,5.001246023300407
15,2,1,41,1,neutral,0.7524024100601929,0.5632267009234573,0.4775535953431657,-0.2791222952772634,0.2791222952772634,-0.060200600696583284,-0.05175130177822207
15,2,1,42,1,neutral,0.7459980975013962,0.18526547248994535,1.1177613089259493,0.4598943751330404,-0.4598943751330404,0.28268953794148965,-0.7466142307237273
15,2,1,43,1,neutral,0.5069402803965525,0.3082545594675101,0.8156335317163039,0.2119578585612946,-0.2119578585612946,0.061950758383010396,-0.353032346588918
15,2,1,44,1,neutral,0.7156675018339178,1.637397547022131,0.0624524778893631,-0.443750890570183,0.443750890570183,-1.2301072569243097,1.2483375571604904
15,2,1,45,1,neutral,0.4714000675230691,1.7275166223310725,-0.21178464394201926,-1.4535944157653347,1.4535944157653347,-1.1564466758822776,1.5977089105405475
15,2,1,46,1,neutral,0.3683640202955908,1.882612799849486,-0.2184134708192399,0.11187972566887616,-0.11187972566887616,-1.8699225252469944,1.8076375251113106
15,2,1,47,1,neutral,0.6830750821320968,3.445482805089399,-0.4285921840151885,-0.41682610330085357,0.41682610330085357,-3.221713137950145,3.3182413560309447
15,2,1,48,1,neutral,0.6680492424927641,1.361161789401728,0.2640948039415456,-0.4741362843007925,0.4741362843007925,-0.892401679156694,0.8950897661845731
15,2,1,49,1,neutral,0.737097706234753,0.6620918673987107,0.20948730743182253,0.4342289819418202,-0.4342289819418202,-0.491306523490459,0.18879936056542296
15,2,1,50,1,neutral,1.2331635676007717,0.34764000991342875,0.39306221438982253,0.298621136727016,-0.298621136727016,0.09489487184109735,-0.4654728810818684
15,2,1,51,1,neutral,1.1271078092773559,0.9009782285937766,0.18935199007066214,-0.5970738189085506,0.5970738189085506,-0.2631336891749204,0.2427483289197676
15,2,1,52,1,neutral,0.5945649554430527,0.5579465743659356,0.6517401317706814,0.11672399601254928,-0.11672399601254928,-0.18141954396554072,-0.06520596924093136
15,2,1,53,1,neutral,-0.14099846012851175,-0.11747283649567805,0.6807707098720095,0.9504168670928582,-0.9504168670928582,-0.01940870262077543,-0.387358961367427
15,2,1,54,1,neutral,-0.1342486169329341,-0.41139371612746845,1.1951629958429089,1.6493689979642625,-1.6493689979642625,0.2152421764427059,-0.9418509055824559
15,2,1,55,1,neutral,0.34199181582971744,0.14814468342429923,1.1219944878819288,2.445015034623943,-2.445015034623943,-0.4751542603950648,-0.5838484684315239
15,2,1,56,1,neutral,0.4723605887093386,0.7890981558566449,-0.08361997397268901,2.532857208820163,-2.532857208820163,-1.503803687217816,0.59472784848832
15,2,1,57,1,neutral,0.6354438916201175,-0.2989065613475581,1.6029084869386419,1.3347951606016855,-1.3347951606016855,0.6000923006665828,-1.4180827506269378
15,2,1,58,1,neutral,0.3934452984054686,0.20103329558677843,0.5874061074801493,0.2859200167503478,-0.2859200167503478,0.030610500791644957,-0.28939240735603056
15,2,1,59,1,neutral,0.06275942778717514,0.13475457288219606,0.04347476675111934,-0.36149666427992294,0.36149666427992294,0.02115571339054309,0.08163747561304882
15,2,1,60,1,neutral,-0.1944958897638707,-0.4021955225908017,1.032221039412369,0.2745108966184738,-0.2745108966184738,0.5899336069341432,-0.8210580974150509
15,2,1,61,1,neutral,-0.009386391590457732,-0.19110882949358976,0.3816054125285186,0.2400201239682913,-0.2400201239682913,0.23517512848351294,-0.3772183399626202
15,2,1,62,1,neutral,-0.11172950974077304,-0.4067329720252154,0.5543334265705506,0.9033175526146837,-0.9033175526146837,0.2531617600969134,-0.6280349304401042
15,2,1,63,1,neutral,0.04274987433533206,-0.4144830627439811,1.152655823685992,0.7689601944621481,-0.7689601944621481,0.5566315639303732,-1.0121859117546432
15,2,1,64,1,neutral,-0.06309265214103982,-0.0632739168064822,0.39798007341732483,0.8407621005265952,-0.8407621005265952,-0.10535097627695453,-0.2307176274446247
15,2,1,65,1,neutral,0.23704510458158207,2.6616725836208603,-0.8587485648252504,0.876917007385298,-0.876917007385298,-3.1612127394971825,2.9725243137426944
15,2,1,66,1,neutral,0.051584531935467914,1.4306244377652144,-0.9503428972401796,0.32255632364752684,-0.32255632364752684,-1.8377293340826273,1.8800036204175703
15,2,1,67,1,neutral,-0.46854786261789994,0.564344062148814,-0.44175255736163954,-0.40938097192273654,0.40938097192273654,-0.7313172115010816,1.0194942721385838
15,2,1,68,1,neutral,-0.8550802254111403,0.2225470138725837,-0.7063258949893887,-1.120141166441111,1.120141166441111,-0.3696353318590564,1.0032500740728483
15,2,1,69,1,neutral,-0.4897260241964604,3.2991003239092604,-0.9069215027450767,-0.22396146295385755,0.22396146295385755,-3.68999567857182,3.997424087380029
15,2,1,70,1,neutral,0.0792527293724159,3.6202412081971005,-0.780639567733769,-0.2017721213822442,0.2017721213822442,-3.7867794471901366,3.970934627377777
15,2,1,71,1,neutral,0.406614138154982,2.45891892905425,-0.004198942328723268,-0.26052418789794923,0.26052418789794923,-2.237939134479514,2.2577113311411208
15,2,1,72,1,neutral,0.5018866844787669,3.0516481149325285,0.5494334316197755,-0.5303336602431529,0.5303336602431529,-2.524430189485297,2.525988056883257
15,2,1,73,1,neutral,0.36444748860054693,3.7625822440923358,-0.1830258288361256,-0.38049046527357583,0.38049046527357583,-3.575278202413003,3.671871414210125
15,2,1,74,1,neutral,0.8447809357184837,2.5835605020654073,0.9135615982070325,-0.8810328029493308,0.8810328029493308,-1.703768723107125,1.7043892351026493
15,2,1,75,1,neutral,1.2629516676162604,2.4174034605077552,1.7582553619712051,-0.5828266723068726,0.5828266723068726,-1.2160588932096426,0.9067999457140226
15,2,1,76,1,neutral,1.1876480527296753,1.8101499285944178,2.3895409891943538,-0.3194510162097657,0.3194510162097657,-0.5112699092164861,0.021555407632403156
15,2,1,77,1,neutral,0.7289439320375164,1.4940092763679411,0.6847819233233894,-0.005805159926034771,0.005805159926034771,-1.0208322712722944,0.7871463486874882
15,2,1,78,1,neutral,0.6156788738461954,0.5455569050446464,0.4945017821079005,-0.21192404327801553,0.21192404327801553,-0.10485533863394253,-0.009533422932401558
15,2,1,79,1,neutral,0.13201102238701143,-0.03535983061173298,1.2256680729316152,0.18944633679512493,-0.18944633679512493,0.4247707501195669,-0.7141993782710463
15,2,1,80,1,neutral,0.14062953429899158,-0.7087380426980285,2.5827222431189516,0.9402591160690541,-0.9402591160690541,1.3031022631476583,-2.070413931407
