subject,trial,label,window_size,n_windows,n_features,missing_rate,row_valid_rate,feature_valid_rate,sparsity_rate,matrix_entropy,mean_abs_corr,effective_rank_proxy,similarity_mean,similarity_std,feature_mean_of_means,feature_mean_of_stds,feature_mean_of_vars,stability_score
1,1,0,600,154,18,0.0,1.0,1.0,0.0,2.22352311608834,0.272984886244769,9.146275277678452,0.4511122710630437,0.35720184350721285,3.6803758888526557,2.823420233053492,56.36199777324499,0.017742451285097546
1,1,0,800,115,18,0.0,1.0,1.0,0.0,2.2493379172568377,0.2867439401359603,9.473728941893908,0.5183144858158594,0.3493975459176555,3.6764205671400947,2.570320452951793,54.87183857001383,0.018224284548836563
1,1,0,1000,92,18,0.0,1.0,1.0,0.0,2.2025218481616773,0.30566250482409774,8.932553923793316,0.5643394529151894,0.3214039221339559,3.7575073668902426,2.553296471448077,54.28183876365527,0.018422367823054148
1,1,0,1200,76,18,0.0,1.0,1.0,0.0,2.1886923559044007,0.32544442406630053,8.438679188764256,0.568921526230425,0.33241404974384703,3.813606888421585,2.4740865465997537,52.04249919945269,0.019215064902539613
1,1,0,1400,65,18,0.0,1.0,1.0,0.0,2.2071791930497717,0.31891070786821163,8.46156079175305,0.5296936179069034,0.35746687630842044,3.779522988098717,2.3781400742116094,51.605910356877274,0.019377625409391863
1,1,0,1600,57,18,0.0,1.0,1.0,0.0,2.116849123100304,0.33482252125949724,8.68293275379754,0.5470835308337294,0.3865482954965756,3.8226035535901124,2.3578724530027473,50.59058231524408,0.01976652479647407
1,1,0,1800,50,18,0.0,1.0,1.0,0.0,2.158144592153553,0.337880017715872,8.663191865269832,0.5813637079055582,0.38311559716025206,3.8624072552808713,2.299979024625843,50.19978171710754,0.01992040534032854
1,1,0,2000,45,18,0.0,1.0,1.0,0.0,2.156810345597054,0.32751023614041586,8.574227789585452,0.5506925510346347,0.33839497565960397,3.8688125140330047,2.333690281302646,51.01871657910185,0.019600649856676537
1,2,-1,200,411,18,0.0,1.0,1.0,0.0,2.286436688914974,0.26594203969097385,1.5806813931993295,0.26554053954937273,0.3887305475686548,7.404451876652846,61.90762315141232,14461.84399980126,6.914747524679777e-05
1,2,-1,400,205,18,0.0,1.0,1.0,0.0,2.313800075303156,0.3065740089000301,1.921356067806695,0.3620097014941846,0.33399587745153747,5.561054026035262,22.948215362678845,1959.3961976275557,0.0005103613047762878
1,2,-1,600,136,18,0.0,1.0,1.0,0.0,2.298395395206069,0.34730241321677724,1.61832828012806,0.35139235235870153,0.3520199988810235,6.464863367193576,28.58561132034454,3109.591763826518,0.000321585621504937
1,2,-1,800,102,18,0.0,1.0,1.0,0.0,2.2578156703477306,0.4582925539298953,1.9271972595590319,0.4843579287700898,0.3446426618503194,6.504186620054712,17.710280199322085,1139.9305009501722,0.0008772464629709376
1,2,-1,1000,81,18,0.0,1.0,1.0,0.0,2.236393046108362,0.48965611858930375,1.9029803416324338,0.42995693924512646,0.35128689126142243,6.5427346545770515,15.107441968443219,813.5904844317998,0.0012291195867243883
1,2,-1,1200,67,18,0.0,1.0,1.0,0.0,2.1869616415116075,0.46310729204473505,2.2835491953209277,0.44245211688565744,0.36264228408367943,5.497647219828125,10.046994047754042,341.852464685566,0.002925238526188606
1,2,-1,1400,57,18,0.0,1.0,1.0,0.0,2.2545082887744607,0.5429235369297006,1.6890414224309005,0.4061136433660449,0.35808831401551144,7.6738796438870445,18.13019408325793,1198.9041157691986,0.000834095059678792
1,2,-1,1600,50,18,0.0,1.0,1.0,0.0,2.1397621927350414,0.5744486980999332,1.8558645992385345,0.4691261278352364,0.3526969838263641,6.847654292911204,12.728148313317686,565.5557377197263,0.0017681723184601312
1,2,-1,1800,44,18,0.0,1.0,1.0,0.0,2.0926513059264447,0.5876386613780887,1.6869967660738818,0.5301460912531696,0.30597084612270564,7.748389430033238,16.155569554280422,940.5834345795364,0.0010631699041525142
1,2,-1,2000,40,18,0.0,1.0,1.0,0.0,2.108158959392882,0.6142010398140237,1.9873020035468096,0.44850288968615404,0.3270052674318318,6.714428033296135,11.110376275641874,423.0830782851637,0.0023636019763058225
1,3,-1,200,475,18,0.0,1.0,1.0,0.0,2.370009266209896,0.19060874347649048,13.350969865081021,0.25779826289031477,0.3580248983244152,4.673461356575512,2.157121197318953,11.795533226530907,0.08477785445960069
1,3,-1,400,237,18,0.0,1.0,1.0,0.0,2.3593118525007353,0.22048217041785553,13.033322988267381,0.4171373362597502,0.32191863334867793,4.474364369929401,1.6166566826202522,6.634269721410557,0.15073249061089702
1,3,-1,600,157,18,0.0,1.0,1.0,0.0,2.406496772444066,0.23704982494699248,12.779791203241281,0.4258826449496929,0.3154672534670561,4.469922404716341,1.393234554841536,5.131079432376686,0.19489076542864942
1,3,-1,800,118,18,0.0,1.0,1.0,0.0,2.397151806649568,0.2675526688594799,12.572522260099504,0.5411457954979146,0.33693340390075616,4.528654332323092,1.289531552499958,4.644537262217102,0.2153067014838796
1,3,-1,1000,94,18,0.0,1.0,1.0,0.0,2.3525388116509838,0.280195499500268,12.216173446078319,0.5085469624445413,0.3368144835422699,4.533338144676768,1.2379832213792907,4.417461415866254,0.22637435929707125
1,3,-1,1200,78,18,0.0,1.0,1.0,0.0,2.4711658112050365,0.28986115558139447,11.972260831878026,0.5485602247955477,0.3126779174744274,4.541125602376128,1.167304109709905,4.098707903543195,0.2439793274108995
1,3,-1,1400,67,18,0.0,1.0,1.0,0.0,2.4622807224432544,0.3021216241882256,11.876056417018983,0.5631910863540966,0.2632324257429686,4.561682155829661,1.1570327881959193,4.069914317304338,0.24570541775073157
1,3,-1,1600,58,18,0.0,1.0,1.0,0.0,2.483502867011183,0.30881894288766304,11.575217328923074,0.6111997124204862,0.29040425037768525,4.577601977219473,1.1119030310128286,3.88631137187104,0.2573134012536475
1,3,-1,1800,51,18,0.0,1.0,1.0,0.0,2.546819232993066,0.3192149771866405,11.247388701000782,0.582779976341822,0.334144953102821,4.574437893089824,1.0904195687654068,3.779046964507527,0.26461698061594396
1,3,-1,2000,46,18,0.0,1.0,1.0,0.0,2.585775932395908,0.3307349038198387,11.291184970453312,0.5932453985102352,0.3048565683015767,4.5675163605004325,1.056477500039418,3.638343555825703,0.27485034931632557
1,4,0,200,369,18,0.0,1.0,1.0,0.0,2.237374622857864,0.21208556457814506,4.786394762202265,0.2734617892667383,0.38820598051658795,7.849786130398083,9.672357590471218,332.53219717258054,0.003007227596222626
1,4,0,400,184,18,0.0,1.0,1.0,0.0,2.250425814912815,0.24891452660474467,4.071861756144802,0.40989375316101273,0.35681294420087906,7.486227945098016,7.7145163059537225,263.6138782239481,0.003793426987605466
1,4,0,600,122,18,0.0,1.0,1.0,0.0,2.2658613828386334,0.2758822559441145,4.244430921373655,0.43544483410122853,0.3648192783191496,7.525622001330236,7.064402098633299,243.86720913880546,0.004100592299761833
1,4,0,800,91,18,0.0,1.0,1.0,0.0,2.307457804010422,0.29696349497386965,4.789578477849243,0.5113608656045464,0.35475496123130884,7.543735592831439,6.207682146667242,222.1706063109753,0.004501045464831993
1,4,0,1000,73,18,0.0,1.0,1.0,0.0,2.292027337365245,0.3408149996511988,4.137541257367046,0.4540512766451863,0.3683071950997008,7.747738785361979,6.555572772938109,232.8715471336136,0.004294212892325968
1,4,0,1200,60,18,0.0,1.0,1.0,0.0,2.3180726634012254,0.3602554517657542,4.285303646998256,0.4722609800185323,0.387328223521461,7.783097561996101,6.191672378658087,225.60681938833417,0.0044324901289193195
1,4,0,1400,51,18,0.0,1.0,1.0,0.0,2.189332097838188,0.3300935964535857,5.408994900330769,0.41643018269617016,0.3678979787944891,7.583094611087827,5.407319436299463,207.14791935357522,0.0048274682317462824
1,4,0,1600,45,18,0.0,1.0,1.0,0.0,2.331845942316225,0.4021333989516522,4.258211660744414,0.4626625204502355,0.3576601789552602,7.82826043217173,5.7621107164102705,214.88553814348774,0.004653640298891233
1,4,0,1800,40,18,0.0,1.0,1.0,0.0,2.323762561825501,0.4131500707824903,3.8741332973536733,0.48444905978150476,0.38173844943732893,7.842236599778794,5.351729599920591,202.72920972017403,0.004932688295539491
1,4,0,2000,36,18,0.0,1.0,1.0,0.0,2.2848766968683814,0.42470227498778196,3.8715846867770636,0.5009528581254212,0.3808171830271689,7.901341933813372,5.332121444348022,200.26365285926784,0.004993417355933282
1,5,1,200,389,18,0.0,1.0,1.0,0.0,2.2470926785334084,0.19313915838172632,11.996496591723455,0.26076024322285596,0.3978744390858087,8.179641462135551,3.855892147723437,50.79286675133777,0.019687803893777747
1,5,1,400,194,18,0.0,1.0,1.0,0.0,2.2696532954191233,0.2065693312274313,11.187351676905184,0.37190767214215226,0.37004685170758234,7.8233519068637145,3.016625243236827,38.3155845957776,0.026099040645962378
1,5,1,600,129,18,0.0,1.0,1.0,0.0,2.30108349988017,0.22166118441640603,10.745469364737898,0.4109779986239712,0.3386892740134511,7.825819731146755,2.7039952465681014,34.83507230913796,0.028706700845590384
1,5,1,800,96,18,0.0,1.0,1.0,0.0,2.3027971009298325,0.22871528013495668,10.124842490845861,0.48746341674268256,0.31805312007803854,7.8978143378986125,2.4175168275311214,31.894491943436012,0.03135337604561748
1,5,1,1000,77,18,0.0,1.0,1.0,0.0,2.297028683138995,0.23435228257452498,10.07539166279273,0.4010631498523343,0.36953092935209936,7.860871385381342,2.2455899095755063,29.717089426586767,0.03365067100982072
1,5,1,1200,64,18,0.0,1.0,1.0,0.0,2.3329379916917854,0.2599127727706347,9.855623791591576,0.4739537148978003,0.33223822094285355,7.923843028543128,2.1911619375320064,28.86406732357794,0.03464515199618756
1,5,1,1400,54,18,0.0,1.0,1.0,0.0,2.3260996261875952,0.26146726156762196,9.95329550092706,0.4503785827613217,0.33666536902319605,7.93247850023457,2.086201899452826,27.515697592103,0.03634289104571243
1,5,1,1600,47,18,0.0,1.0,1.0,0.0,2.176077727387352,0.2766886453958583,9.369603908958716,0.4631117429936763,0.36043239276270983,7.967593899761923,2.03927806392321,27.569328990724202,0.036272192187692766
1,5,1,1800,42,18,0.0,1.0,1.0,0.0,2.2441538255081013,0.3141436674174529,9.47039807941313,0.49733904149982083,0.3815483239932074,7.968105094109575,2.0339482444219716,27.68343803531489,0.036122680946026456
1,5,1,2000,38,18,0.0,1.0,1.0,0.0,2.284071988193002,0.29300048455401256,9.480844098975993,0.4756593713066694,0.3722991169025942,7.9505616392923475,1.8959868287622257,26.124658183057377,0.0382780127728427
1,6,-1,200,473,18,0.0,1.0,1.0,0.0,2.1560615720743126,0.20095263643877878,6.917717130208611,0.2903694918788273,0.3802687756565934,9.388700874509738,9.091385088644074,717.4201914776733,0.0013938832665503283
1,6,-1,400,236,18,0.0,1.0,1.0,0.0,2.2335004010378476,0.22733016041182927,6.505141747444138,0.40610792515081995,0.3695266207301944,9.096951844099983,8.209449268364732,703.5506643469757,0.0014213617450194154
1,6,-1,600,157,18,0.0,1.0,1.0,0.0,2.2813971468684295,0.2481891966998916,6.484570500513133,0.42081877805037765,0.3465896812299881,9.213893649046135,7.962364074385998,700.7847517453115,0.0014269716878045936
1,6,-1,800,117,18,0.0,1.0,1.0,0.0,2.321975368690353,0.2661582161743384,5.892428057232833,0.49676876846809326,0.32911275702351656,9.2949410754261,7.697949671935651,698.124972132377,0.001432408293505447
1,6,-1,1000,93,18,0.0,1.0,1.0,0.0,2.317597438499617,0.27469415400623964,6.516609889841469,0.47967917025271783,0.35410616518657495,9.357943808492792,7.60535059648054,701.5910528362958,0.0014253317455276606
1,6,-1,1200,78,18,0.0,1.0,1.0,0.0,2.2974785515934064,0.2778612150698428,6.187100331735568,0.5276544211782974,0.328367066817347,9.460199914402187,7.415649896469792,691.6777370317889,0.0014457599926186193
1,6,-1,1400,66,18,0.0,1.0,1.0,0.0,2.2634982138815785,0.2895274680046161,6.560876282782058,0.4550653827617284,0.36361910713528584,9.687206083388373,7.3103164311316515,677.1410041794619,0.001476797290096175
1,6,-1,1600,58,18,0.0,1.0,1.0,0.0,2.2416963760530333,0.30958659925091003,6.080031468976821,0.5146918274253703,0.3471976314269296,9.596002796137823,7.246171536055172,681.8981152399115,0.0014664947411293344
1,6,-1,1800,51,18,0.0,1.0,1.0,0.0,2.2790785568462235,0.32949666190529636,5.802749203293795,0.5332605282224954,0.3546037778531215,9.697670265761321,7.155521248101152,680.6583629246157,0.0014691658171781844
1,6,-1,2000,46,18,0.0,1.0,1.0,0.0,2.1418158844018493,0.33268359337650444,6.472213481366119,0.49295360707320846,0.3350724021241106,9.828440775331089,7.114553667141986,664.1201878021018,0.0015057515467108915
1,7,0,200,431,18,0.0,1.0,1.0,0.0,2.29186965292665,0.17069326213677052,13.745823465422202,0.20934586570098881,0.3576809834877825,7.708926796257913,3.0995620088260996,24.884679427525093,0.04018536796950015
1,7,0,400,215,18,0.0,1.0,1.0,0.0,2.3816115609881647,0.19756376157098338,12.87624861453399,0.350076431175842,0.35930487484259616,7.2753536021957315,2.0898064751393695,11.508645264768596,0.08689120014780427
1,7,0,600,143,18,0.0,1.0,1.0,0.0,2.3983787638633483,0.20995945229794893,12.584890400097308,0.35412028527434336,0.36746991836713966,7.274748318377458,1.8057162005843592,8.833845944471186,0.11320097782482355
1,7,0,800,107,18,0.0,1.0,1.0,0.0,2.4443782759733708,0.21602470601371446,12.058789182442267,0.44860044377792596,0.3586536957185208,7.3112358974878715,1.5434400465360856,6.876039396274585,0.14543255803442182
1,7,0,1000,85,18,0.0,1.0,1.0,0.0,2.428401227034793,0.23389754459039103,11.65834219419149,0.400220959290579,0.35864293019130855,7.343442530279088,1.4512592881366158,6.189151106167481,0.16157304632419958
1,7,0,1200,71,18,0.0,1.0,1.0,0.0,2.447469854311536,0.23957000190556693,11.726679093106345,0.4244646962836328,0.34268843663039583,7.35087907126968,1.2886121861144617,5.128063044545168,0.19500540250059284
1,7,0,1400,60,18,0.0,1.0,1.0,0.0,2.4222167147752756,0.24540340329550211,11.624889892911057,0.36884103189536055,0.36801814452523646,7.346735534007085,1.2383419458654705,4.8239637135949005,0.20729840796870314
1,7,0,1600,53,18,0.0,1.0,1.0,0.0,2.4456722761226266,0.24811235599874437,11.513857419793933,0.4105673601608922,0.3560498616311387,7.367155612876006,1.1732141961030575,4.430778945258935,0.22569394909964763
1,7,0,1800,47,18,0.0,1.0,1.0,0.0,2.421801618558127,0.25828701062783643,10.730878543994317,0.4246438560675983,0.33163493521732385,7.369227268687968,1.1053942101083536,4.252077889311462,0.23517913445610436
1,7,0,2000,42,18,0.0,1.0,1.0,0.0,2.456315685084004,0.27746737015819123,10.882492854195272,0.3893475804486102,0.346211989304503,7.39517219660534,1.0919482108079719,3.9829901560514664,0.2510676547794114
1,8,1,200,529,18,0.0,1.0,1.0,0.0,2.154056667730802,0.17832262081570274,7.857804041015059,0.30882037006971397,0.3590414714709524,10.127464803852162,9.906965087747558,691.1597090784217,0.0014468435975802342
1,8,1,400,264,18,0.0,1.0,1.0,0.0,2.2048777272417586,0.1999243547527967,7.346831300807878,0.4225537228341249,0.3417484831656222,9.719795349077849,8.728676677960348,669.1174572655524,0.0014945059183954087
1,8,1,600,175,18,0.0,1.0,1.0,0.0,2.193368800244801,0.2141559828754876,6.9414754729249175,0.44291149169986843,0.33532102358489785,9.862204328647408,8.480558727073783,666.9323759502499,0.0014994023922743275
1,8,1,800,131,18,0.0,1.0,1.0,0.0,2.2110735111524527,0.2263559159333735,6.705790901019963,0.5515959280877455,0.2945003412677991,9.90450091541504,8.00075543867519,661.83428007647,0.0015109522581232087
1,8,1,1000,105,18,0.0,1.0,1.0,0.0,2.1393171166160325,0.23157698656074224,6.519058665507991,0.5149054503594807,0.3217318433982629,10.011571297673852,7.899496189328492,656.8199465462359,0.0015224872588646052
1,8,1,1200,87,18,0.0,1.0,1.0,0.0,2.194003003979123,0.2519888926887039,6.758064496666387,0.5339200891964854,0.347998257825494,10.20515994620145,7.782863770227312,647.1702529018991,0.0015451884500261982
1,8,1,1400,74,18,0.0,1.0,1.0,0.0,2.255284692497743,0.24130852999675442,7.339901585561589,0.5275766339001443,0.2896920231442564,10.179263440430958,7.658160110436238,654.3602521403402,0.0015282101819507345
1,8,1,1600,65,18,0.0,1.0,1.0,0.0,2.1839663559073865,0.2636203151317605,6.488420292925358,0.5864551036804735,0.29074923464640806,10.2341331460329,7.446015706706275,639.8862159827047,0.0015627778423834666
1,8,1,1800,57,18,0.0,1.0,1.0,0.0,2.171613281212543,0.2661036206707421,7.547073322746932,0.6542881889871414,0.2826796403011564,10.446166042268743,7.4248403149744995,635.8517026057508,0.0015726937521535682
1,8,1,2000,52,18,0.0,1.0,1.0,0.0,2.1567941340176846,0.2787033754291496,7.199014624777885,0.619775114939738,0.2974988893786805,10.43166813006513,7.3925538550060175,626.2840466342178,0.0015967195801302031
1,9,1,200,473,18,0.0,1.0,1.0,0.0,2.3461962228946995,0.19416062982114604,7.144605085495615,0.23789470259483347,0.35477496868516306,8.497170211896975,4.754049258173396,61.34465359580801,0.016301339093474344
1,9,1,400,236,18,0.0,1.0,1.0,0.0,2.4320185585594807,0.22911520411603378,4.668222824968132,0.3739194852605747,0.3256294786378271,8.083846196041048,4.021419757739292,52.00335384876042,0.019229528978380327
1,9,1,600,157,18,0.0,1.0,1.0,0.0,2.4678707098909376,0.256187469415661,5.291053774213139,0.40069482472747564,0.3194781279179098,8.161827374953509,3.524601270762725,40.27641565688392,0.02482842585275581
1,9,1,800,117,18,0.0,1.0,1.0,0.0,2.4093557557395897,0.27634314905022317,6.253753246449749,0.5289245677145941,0.28562110748577585,8.151770561904343,2.7776891979296727,23.538992244957527,0.04248270228260901
1,9,1,1000,93,18,0.0,1.0,1.0,0.0,2.4581408195681242,0.29267325606097966,6.813973074527042,0.5339485081683096,0.2878119254535757,8.17169623426564,2.61961334636917,21.42984291108773,0.04666389780281424
1,9,1,1200,78,18,0.0,1.0,1.0,0.0,2.520579129879769,0.3543453070143875,5.264380696618377,0.5611151695505563,0.2716228709423379,8.30390858059887,2.7820062888860577,25.3731056354841,0.039411809258673845
1,9,1,1400,66,18,0.0,1.0,1.0,0.0,2.502388440249075,0.3204300806719596,6.20837894781259,0.5711221246069031,0.2542625246953176,8.22780570247646,2.3784711250738626,18.758928244955143,0.0533079494952411
1,9,1,1600,58,18,0.0,1.0,1.0,0.0,2.499450128312778,0.33324129029569655,7.015774171705762,0.6101138510697359,0.220946840611463,8.25247422668628,2.212459680618153,16.155333264099735,0.06189906348779583
1,9,1,1800,51,18,0.0,1.0,1.0,0.0,2.436516080297124,0.37925250374690433,5.968831161812769,0.5737553396533314,0.2565620062563598,8.314546914952373,2.2839408096120546,17.569152878112767,0.05691794057279772
1,9,1,2000,46,18,0.0,1.0,1.0,0.0,2.450458827560614,0.38740840345283395,6.531662796228632,0.5734057346589864,0.25860512197140173,8.330707776689573,2.1929590659380818,16.05542367180299,0.06228424860151072
1,10,0,200,469,18,0.0,1.0,1.0,0.0,2.1871555483033567,0.1945957625290648,2.763370455425261,0.2934417869505373,0.3883969351782178,8.944770588043111,18.30982038352467,1416.2079712578125,0.000706110981076306
1,10,0,400,234,18,0.0,1.0,1.0,0.0,2.2638056305187018,0.22893864663790772,3.2036414217594875,0.36683068977298594,0.37070391354816484,8.62021033486982,12.29526162931488,602.2561076400075,0.001660423177611236
1,10,0,600,155,18,0.0,1.0,1.0,0.0,2.244759388232751,0.2429283688552673,3.9796230602470675,0.3879901471364281,0.3700207989653835,8.317006550675483,8.124475311621572,241.2873318781914,0.004144436395290672
1,10,0,800,116,18,0.0,1.0,1.0,0.0,2.2846233075181175,0.2787514973322382,4.3030388042470005,0.5388624775441174,0.30910087383749885,8.328178919976054,6.5686364163239,161.2631697060776,0.006201043931857567
1,10,0,1000,93,18,0.0,1.0,1.0,0.0,2.252342427819807,0.3270112115948895,3.6258879064372205,0.49115857755649556,0.28524908457707276,8.661680222026694,7.567540187366676,216.20323046147007,0.004625277789880012
1,10,0,1200,77,18,0.0,1.0,1.0,0.0,2.2537097356221008,0.3527697489124761,3.6827482980648805,0.538565117119536,0.27742612301066366,8.70758141957868,7.29423441680764,203.23320589834125,0.004920455766716601
1,10,0,1400,66,18,0.0,1.0,1.0,0.0,2.2374896676596308,0.34738093173724144,4.0813134583149555,0.5184189939652335,0.29373548263907306,8.626407654119255,6.585149560479254,165.90605317188948,0.006027507621458873
1,10,0,1600,57,18,0.0,1.0,1.0,0.0,2.224996904089003,0.33003475022939727,6.095796208314858,0.545842925164834,0.2821046880060217,8.324783942055618,4.771582555848952,94.27743922487544,0.010606991535999172
1,10,0,1800,51,18,0.0,1.0,1.0,0.0,2.2365223720236895,0.38554253109604947,5.057356715047279,0.5522835253595431,0.2773434987584132,8.597309924949014,5.33378766462748,113.95820768986482,0.008775146785685944
1,10,0,2000,46,18,0.0,1.0,1.0,0.0,2.268265456719811,0.420310413827197,4.549052306768943,0.5356863883158416,0.2686680806436074,8.651237196113522,5.282253561744458,111.35416196698584,0.00898035585061181
1,11,-1,200,465,18,0.0,1.0,1.0,0.0,2.150865539768417,0.2131815953493297,10.071587044132645,0.3216441166441781,0.36748446658936945,8.053274737636437,5.86328970526367,115.65059630862571,0.00864673449019604
1,11,-1,400,232,18,0.0,1.0,1.0,0.0,2.1616709128412865,0.24332993595950875,9.122110071650145,0.397138116478181,0.3783861004139872,7.6629489916902,4.852019202951153,95.40169490081524,0.010481994066613116
1,11,-1,600,154,18,0.0,1.0,1.0,0.0,2.10405424852026,0.2578219938018593,8.478992389330745,0.4127153399303193,0.40152516250711506,7.743898236233518,4.60747962545677,91.95533649073566,0.010874844658874146
1,11,-1,800,115,18,0.0,1.0,1.0,0.0,2.1428976426779522,0.28082449541857224,8.079135009494841,0.5230518314853161,0.347758624396835,7.784963907036933,4.175429798276243,83.55638833196566,0.01196796582335951
1,11,-1,1000,92,18,0.0,1.0,1.0,0.0,2.1652291161864423,0.2818028662887887,7.709378781245401,0.49524274408318947,0.3514497027818132,7.833603362866021,4.086463883683513,81.52101065131656,0.0122667762812038
1,11,-1,1200,76,18,0.0,1.0,1.0,0.0,2.155743305529383,0.2953637156918315,7.471768496280801,0.5001140778201575,0.33628511395253496,7.890617921384733,3.972105908690261,81.58680988614066,0.012256883205422444
1,11,-1,1400,65,18,0.0,1.0,1.0,0.0,2.148784403149402,0.3093654857830911,7.567996641142424,0.43242567720743735,0.3869620739524698,7.914116093526534,3.7643958690043595,77.76969083631016,0.012858479815436296
1,11,-1,1600,57,18,0.0,1.0,1.0,0.0,2.185468085880185,0.31863776544504546,6.879010564003329,0.5126263500719096,0.33694782428431874,7.933924910943542,3.6804680606883977,74.43375912608877,0.013434764166239132
1,11,-1,1800,50,18,0.0,1.0,1.0,0.0,2.1120306300604113,0.32278781344178087,7.608245951252622,0.5648651011300924,0.31290732454616554,8.004455634223156,3.543769726144236,71.32324317337853,0.014020674823057463
1,11,-1,2000,45,18,0.0,1.0,1.0,0.0,2.0699303533630813,0.3416593596005869,6.50027722397766,0.5560779006117772,0.34423312697884106,8.056405481695213,3.522025146336882,68.0278225548283,0.014699867823154748
1,12,0,200,469,18,0.0,1.0,1.0,0.0,2.2345750174443544,0.18249813412381705,11.781412133243832,0.2904461650127158,0.3749121190131222,7.698754990529346,4.561757826430204,69.18023741245203,0.014454995201786574
1,12,0,400,234,18,0.0,1.0,1.0,0.0,2.266565967007322,0.20355427905413073,11.009141106293091,0.39051412033786215,0.3453359296221659,7.309118377698992,3.5255459846043546,51.701721622207835,0.019341715680451253
1,12,0,600,155,18,0.0,1.0,1.0,0.0,2.2681521079077815,0.22178227124030328,10.601701641304814,0.3984290431186788,0.38920933996807916,7.355926912478556,3.2504270270153914,47.92318313233751,0.020866727425636188
1,12,0,800,116,18,0.0,1.0,1.0,0.0,2.296885999221544,0.2491958045849174,10.622873016674344,0.4497396119588343,0.36678172049183433,7.388108276575859,2.933459135324682,44.292679183919304,0.022577094413771304
1,12,0,1000,93,18,0.0,1.0,1.0,0.0,2.277602827306147,0.24434356113386374,10.332996451103451,0.4031566298384458,0.3823453705534215,7.401648476919714,2.852649423230098,43.103540123546495,0.0231999505586253
1,12,0,1200,77,18,0.0,1.0,1.0,0.0,2.2525202536227384,0.273663123586138,9.918232682344069,0.4470720438888146,0.37775017867951133,7.451279337001468,2.719319246876397,40.90306283033503,0.024448046932414244
1,12,0,1400,66,18,0.0,1.0,1.0,0.0,2.2069858862617484,0.2776822236864219,9.931155397087254,0.4182332984896167,0.3933843822058992,7.4555101603188945,2.565434925903759,39.63968265643156,0.025227245344394224
1,12,0,1600,57,18,0.0,1.0,1.0,0.0,2.2206747671102574,0.28238892320813797,9.919463000645942,0.4620309494801231,0.3577340194735868,7.454731375759604,2.434939579983296,39.00085506072159,0.025640463476676745
1,12,0,1800,51,18,0.0,1.0,1.0,0.0,2.1472357057432423,0.2756175219369595,9.523141384543461,0.5183632233324622,0.3621415164610143,7.502212216149108,2.404746917490476,37.109126284735176,0.026947549022243462
